,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
807,2,1,2,0,0,76,22,6,0,0
94,5,0,0,350,350,71,10,1,11,0
3910,5,0,0,340,340,71,3,0,3,0
3580,2,1,2,0,0,69,13,4,22,0
3934,3,0,0,150,150,59,8,0,13,0
3370,2,1,2,0,0,34,19,4,22,0
1262,2,1,2,0,0,49,21,5,6,0
3681,4,1,1,120,120,84,22,3,20,0
4710,4,0,1,115,115,60,8,5,17,0
2704,1,0,2,120,120,55,28,1,7,0
2870,3,0,0,180,180,55,26,4,11,0
3381,3,1,0,130,130,70,26,3,21,0
3270,0,0,0,290,290,56,4,1,17,0
2163,0,1,0,330,330,86,10,5,10,0
2776,5,0,0,350,350,52,19,2,13,0
2565,2,1,2,0,0,80,3,0,1,0
4109,3,1,0,140,140,72,22,0,4,0
2063,4,1,1,115,115,73,11,3,8,0
3226,4,0,1,100,100,47,18,5,14,0
2537,2,1,2,0,0,85,21,0,0,0
527,2,1,2,0,0,76,3,6,12,0
3467,1,1,2,60,60,95,30,0,15,0
3994,5,0,0,340,340,54,13,4,4,0
3867,2,1,2,0,0,88,2,6,10,0
2788,1,0,2,120,120,61,9,0,6,0
3858,0,0,0,340,340,55,29,3,16,0
4766,4,0,1,115,115,51,14,5,18,0
1732,5,0,0,300,300,52,17,0,22,0
2383,5,1,0,330,330,78,29,5,9,0
3962,3,0,0,150,150,57,15,0,14,0
466,6,0,1,140,140,61,3,1,3,0
4824,0,0,0,330,330,63,16,1,17,0
3013,2,1,2,0,0,90,3,1,10,0
3067,0,1,0,290,290,55,2,1,2,0
303,2,1,2,0,0,93,13,4,1,0
4011,3,1,0,140,140,68,19,3,3,0
3611,4,1,1,120,120,80,15,5,21,0
2944,5,0,0,350,350,50,4,2,13,0
2062,6,0,1,125,125,51,10,2,2,0
281,1,1,2,120,120,94,22,3,15,0
1716,1,0,2,70,70,38,31,4,8,0
3185,3,1,0,130,130,45,31,0,11,0
25,6,1,1,140,140,87,31,2,11,0
1872,5,0,0,300,300,45,25,6,19,0
2638,4,0,1,160,160,50,6,1,9,0
3699,2,1,2,0,0,81,26,2,12,0
2117,5,1,0,330,330,86,9,6,5,0
3180,1,0,2,60,60,60,9,1,6,0
4942,3,0,0,145,145,71,15,6,19,0
2326,2,1,2,0,0,48,2,4,21,0
4450,6,0,1,120,120,61,4,5,11,0
4553,2,1,2,0,0,75,19,5,16,0
1635,6,1,1,120,120,79,30,2,4,0
3148,6,0,1,110,110,38,13,4,18,0
79,2,1,2,0,0,76,26,0,11,0
4595,2,1,2,0,0,76,30,0,16,0
2867,5,1,0,350,350,78,17,0,13,0
1876,0,0,0,300,300,42,4,3,3,0
4214,3,0,0,140,140,40,14,1,17,0
3101,3,1,0,130,130,43,10,5,14,0
194,4,0,1,160,160,60,24,5,2,0
2101,1,1,2,90,90,85,22,5,13,0
3245,5,1,0,290,290,47,9,0,17,0
4229,0,1,0,300,300,54,24,1,8,0
2279,6,1,1,125,125,89,27,1,6,0
2769,5,1,0,350,350,80,20,0,1,0
2482,6,0,1,125,125,61,18,6,21,0
1856,1,0,2,70,70,60,7,2,6,0
1353,2,1,2,0,0,94,27,5,21,0
2103,5,1,0,330,330,79,24,0,2,0
2557,1,1,2,120,120,75,19,3,21,0
4053,3,1,0,140,140,82,26,0,3,0
2556,0,0,0,350,350,50,31,5,6,0
183,1,1,2,120,120,88,13,1,18,0
3777,5,1,0,340,340,86,24,1,14,0
3662,0,0,0,340,340,59,14,5,15,0
4141,5,1,0,300,300,68,29,3,17,0
4532,2,1,2,0,0,44,28,0,3,0
2844,1,0,2,120,120,59,23,4,19,0
2583,3,1,0,180,180,96,29,4,15,0
4222,0,0,0,300,300,58,29,5,20,0
4742,2,1,2,0,0,69,3,5,7,0
4405,1,1,2,70,70,59,30,5,12,0
847,0,1,0,290,290,55,13,1,3,0
3964,1,0,2,100,100,66,18,6,21,0
4191,6,1,1,120,120,63,30,0,22,0
1074,5,0,0,340,340,50,22,6,17,0
1310,1,0,2,100,100,48,7,4,23,0
4682,4,0,1,115,115,55,21,0,16,0
2358,3,0,0,145,145,50,25,4,23,0
4378,2,1,2,0,0,49,25,6,4,0
4172,3,0,0,140,140,67,8,5,15,0
4887,0,1,0,330,330,80,20,3,7,0
548,2,1,2,0,0,55,13,2,11,0
663,4,1,1,100,100,56,29,0,17,0
1174,4,0,1,120,120,62,31,1,23,0
2290,1,0,2,90,90,68,11,4,9,0
2789,2,1,2,0,0,85,28,5,22,0
4828,6,0,1,125,125,58,21,2,7,0
2554,4,0,1,160,160,65,24,5,22,0
3359,4,1,1,100,100,89,24,1,0,0
4683,3,1,0,145,145,80,5,1,8,0
4611,6,1,1,125,125,97,27,5,23,0
1409,2,1,2,0,0,83,24,5,14,0
2188,6,0,1,125,125,68,24,3,18,0
4126,2,1,2,0,0,72,31,1,2,0
3161,5,1,0,290,290,54,22,3,2,0
1501,5,1,0,300,300,65,24,6,0,0
1920,2,1,2,0,0,70,18,4,19,0
1735,3,1,0,140,140,49,21,4,5,0
4927,4,1,1,115,115,82,3,5,2,0
956,6,0,1,110,110,48,24,2,10,0
4576,6,0,1,125,125,44,15,4,11,0
1266,3,0,0,150,150,68,25,2,2,0
4851,3,1,0,145,145,81,18,2,2,0
2568,4,0,1,160,160,47,22,0,23,0
3183,6,1,1,110,110,48,27,1,4,0
3517,2,1,2,0,0,80,19,6,19,0
2233,0,1,0,330,330,79,6,4,23,0
37,2,1,2,0,0,85,12,0,23,0
3281,6,1,1,110,110,34,13,1,19,0
3940,4,0,1,120,120,53,7,6,11,0
4147,2,1,2,0,0,80,10,1,14,0
2481,5,1,0,330,330,96,13,5,18,0
1719,6,1,1,120,120,55,3,0,15,0
4000,2,1,2,0,0,60,23,1,0,0
4015,5,1,0,300,300,58,26,1,16,0
2876,4,0,1,160,160,68,9,2,8,0
1943,6,1,1,120,120,82,11,0,0,0
4996,6,0,1,125,125,64,17,2,13,0
2276,1,0,2,90,90,53,2,4,0,0
4643,1,1,2,90,90,83,27,4,14,0
3077,5,1,0,290,290,47,15,3,12,0
1465,2,1,2,0,0,91,19,5,13,0
3173,1,1,2,60,60,43,10,6,18,0
535,5,1,0,290,290,84,11,0,1,0
3266,5,0,0,290,290,65,29,4,4,0
2466,2,1,2,0,0,47,18,2,9,0
3273,5,1,0,290,290,45,27,5,16,0
1911,0,1,0,300,300,55,9,2,13,0
4633,4,1,1,115,115,95,5,0,3,0
849,2,1,2,0,0,76,24,1,7,0
2135,0,1,0,330,330,78,17,5,17,0
4026,0,0,0,300,300,82,2,1,18,0
4840,2,1,2,0,0,61,12,4,0,0
1617,0,1,0,300,300,58,8,1,8,0
855,1,1,2,60,60,25,24,5,21,0
1562,1,0,2,70,70,75,5,0,0,0
4990,4,0,1,115,115,60,7,6,17,0
2149,0,1,0,330,330,88,21,6,20,0
2669,1,1,2,120,120,87,30,4,7,0
3589,6,1,1,130,130,92,16,6,17,0
2753,1,1,2,120,120,82,25,6,19,0
497,0,1,0,350,350,90,4,4,7,0
1080,2,1,2,0,0,69,28,5,23,0
2225,3,1,0,145,145,76,20,5,5,0
4719,0,1,0,330,330,86,7,2,12,0
4007,2,1,2,0,0,72,9,4,13,0
2011,2,1,2,0,0,81,19,6,16,0
2782,2,1,2,0,0,49,29,3,10,0
1725,5,1,0,300,300,47,10,0,5,0
4691,0,1,0,330,330,82,21,6,11,0
4496,1,0,2,70,70,74,28,4,0,0
3214,0,0,0,290,290,50,26,4,22,0
774,6,0,1,110,110,34,31,0,21,0
2431,2,1,2,0,0,89,17,2,21,0
297,5,1,0,350,350,83,7,5,21,0
4112,2,1,2,0,0,73,15,5,2,0
2543,1,1,2,120,120,91,1,5,20,0
3733,1,1,2,100,100,76,16,0,7,0
4017,4,1,1,110,110,78,30,0,23,0
470,1,0,2,120,120,67,7,5,21,0
1973,3,1,0,140,140,89,11,2,16,0
907,6,1,1,110,110,46,11,6,18,0
3798,5,0,0,340,340,67,12,3,1,0
1090,4,0,1,120,120,51,8,1,1,0
1878,2,1,2,0,0,49,6,5,14,0
4687,5,1,0,330,330,73,13,0,21,0
3450,4,0,1,100,100,90,27,4,18,0
3026,1,0,2,60,60,75,12,0,18,0
3791,5,1,0,340,340,78,16,4,13,0
1668,2,1,2,0,0,70,7,5,14,0
3303,4,1,1,100,100,76,18,6,9,0
2417,2,1,2,0,0,80,25,4,14,0
3020,2,1,2,0,0,69,2,3,22,0
3230,2,1,2,0,0,54,25,3,4,0
2491,3,1,0,145,145,83,13,5,17,0
3110,1,0,2,60,60,49,12,3,8,0
2040,5,0,0,330,330,57,17,0,4,0
156,2,1,2,0,0,65,14,2,8,0
2399,4,1,1,115,115,78,3,4,21,0
4811,1,1,2,90,90,77,6,2,8,0
4506,6,0,1,125,125,60,15,3,10,0
4101,4,1,1,110,110,55,6,2,0,0
3081,0,1,0,290,290,54,23,2,2,0
3566,2,1,2,0,0,53,24,5,21,0
4198,6,0,1,120,120,60,27,1,10,0
4833,2,1,2,0,0,89,17,6,12,0
4335,1,1,2,70,70,55,28,2,12,0
4551,0,1,0,330,330,91,15,6,9,0
3666,6,0,1,130,130,72,22,4,5,0
71,1,1,2,120,120,91,18,6,19,0
4940,6,0,1,125,125,59,11,0,12,0
3578,0,0,0,340,340,58,9,5,14,0
4705,0,1,0,330,330,79,17,6,12,0
1881,4,1,1,110,110,58,9,1,11,0
1145,6,1,1,130,130,99,2,0,4,0
266,0,0,0,350,350,67,7,2,12,0
3513,4,1,1,120,120,78,11,0,6,0
2153,6,1,1,125,125,91,25,3,21,0
4146,1,0,2,70,70,65,24,6,22,0
709,2,1,2,0,0,44,16,4,14,0
3327,1,1,2,60,60,56,26,0,23,0
2771,4,1,1,160,160,87,23,6,8,0
4226,6,0,1,120,120,51,6,1,10,0
3141,6,1,1,110,110,50,17,0,6,0
3247,4,1,1,100,100,21,12,6,0,0
3220,3,0,0,130,130,57,8,1,18,0
3552,2,1,2,0,0,57,29,3,8,0
4567,2,1,2,0,0,97,13,5,16,0
4826,2,1,2,0,0,48,19,0,0,0
4715,5,1,0,330,330,81,4,1,22,0
3052,3,0,0,130,130,57,21,6,11,0
1896,3,0,0,140,140,57,24,1,16,0
4057,5,1,0,300,300,79,2,5,17,0
1380,1,0,2,100,100,50,23,4,13,0
1948,2,1,2,0,0,51,16,5,7,0
1947,1,1,2,70,70,89,15,4,1,0
1989,1,1,2,70,70,84,27,4,20,0
1829,2,1,2,0,0,59,8,0,15,0
3248,3,0,0,130,130,22,27,0,15,0
4083,1,1,2,70,70,77,7,1,11,0
3649,1,1,2,100,100,94,5,2,7,0
2821,3,1,0,180,180,95,25,3,0,0
3879,0,1,0,340,340,86,20,1,4,0
4029,5,1,0,300,300,77,21,2,16,0
3056,5,0,0,290,290,58,30,4,1,0
1694,0,0,0,300,300,79,6,0,5,0
2930,5,0,0,350,350,69,16,3,13,0
1839,4,1,1,110,110,57,19,4,14,0
4795,3,1,0,145,145,84,6,3,1,0
499,2,1,2,0,0,77,6,6,16,0
2421,3,1,0,145,145,77,16,1,23,0
534,2,1,2,0,0,83,10,6,20,0
531,3,1,0,130,130,80,7,3,6,0
3115,3,1,0,130,130,47,7,6,13,0
4310,6,0,1,120,120,46,21,6,10,0
3264,1,0,2,60,60,38,26,5,21,0
1000,3,0,0,150,150,56,19,0,16,0
1977,5,1,0,300,300,95,15,6,16,0
3874,2,1,2,0,0,67,28,4,22,0
617,1,1,2,60,60,44,14,2,2,0
632,2,1,2,0,0,58,29,3,0,0
4624,5,0,0,330,330,58,4,1,8,0
858,6,0,1,110,110,90,20,1,3,0
1426,4,0,1,120,120,67,10,1,14,0
818,3,0,0,130,130,67,29,1,0,0
4081,3,1,0,140,140,65,4,2,3,0
3836,3,0,0,150,150,65,31,5,12,0
3834,6,0,1,130,130,50,27,1,5,0
2939,4,1,1,160,160,88,8,0,8,0
4273,2,1,2,0,0,58,1,1,16,0
1480,5,0,0,340,340,62,3,6,6,0
667,2,1,2,0,0,49,2,4,18,0
1520,1,0,2,70,70,62,16,1,22,0
2962,0,0,0,350,350,65,4,6,2,0
184,2,1,2,0,0,74,14,2,23,0
1958,4,0,1,110,110,71,26,1,21,0
4984,3,0,0,145,145,52,28,3,19,0
3117,1,1,2,60,60,44,10,5,20,0
843,5,1,0,290,290,70,13,3,18,0
3199,3,1,0,130,130,60,18,5,10,0
2490,4,0,1,115,115,60,8,5,15,0
3904,6,0,1,130,130,63,22,1,6,0
4684,0,0,0,330,330,62,24,6,23,0
4338,6,0,1,120,120,42,17,3,10,0
583,2,1,2,0,0,56,8,3,8,0
1481,6,1,1,130,130,86,4,0,10,0
3058,4,0,1,100,100,47,3,3,7,0
513,2,1,2,0,0,90,20,6,15,0
508,6,0,1,110,110,57,15,1,14,0
4618,6,0,1,125,125,55,25,4,11,0
1368,5,0,0,340,340,68,11,6,11,0
2034,6,0,1,125,125,61,11,1,15,0
1376,6,0,1,130,130,45,19,0,21,0
3235,0,1,0,290,290,55,20,5,8,0
1796,6,0,1,120,120,44,2,6,7,0
3512,6,0,1,130,130,44,27,6,14,0
927,5,1,0,290,290,78,1,2,20,0
2432,5,0,0,330,330,51,11,3,3,0
2598,0,0,0,350,350,64,11,6,8,0
2042,4,0,1,115,115,68,19,2,15,0
1469,3,1,0,150,150,88,23,2,7,0
1378,3,0,0,150,150,62,21,2,5,0
2440,6,0,1,125,125,59,6,3,22,0
2765,3,1,0,180,180,78,13,2,12,0
2300,6,0,1,125,125,63,13,6,8,0
2523,2,1,2,0,0,77,1,0,0,0
982,2,1,2,0,0,60,30,2,15,0
3493,3,1,0,130,130,93,11,2,8,0
1307,4,1,1,120,120,83,4,1,8,0
4061,0,1,0,300,300,60,9,3,7,0
478,2,1,2,0,0,68,15,6,11,0
3098,5,0,0,290,290,44,25,6,0,0
2694,4,0,1,160,160,60,26,5,9,0
278,4,0,1,160,160,56,19,0,0,0
4662,3,0,0,145,145,62,14,3,19,0
3294,5,0,0,290,290,34,19,4,3,0
3938,5,0,0,340,340,65,16,6,3,0
3347,0,1,0,290,290,55,8,0,10,0
209,3,1,0,180,180,76,9,1,2,0
647,5,1,0,290,290,62,13,5,14,0
568,1,0,2,60,60,48,24,2,10,0
4441,2,1,2,0,0,95,5,0,16,0
2458,1,0,2,90,90,44,28,3,15,0
1199,2,1,2,0,0,81,25,5,22,0
4735,2,1,2,0,0,95,7,2,19,0
275,2,1,2,0,0,91,16,4,10,0
1703,2,1,2,0,0,55,16,3,2,0
3797,2,1,2,0,0,85,27,2,10,0
1163,1,1,2,100,100,88,20,4,17,0
2994,6,0,1,140,140,52,25,2,16,0
3819,5,1,0,340,340,77,27,2,14,0
2658,6,0,1,140,140,53,4,3,6,0
2312,2,1,2,0,0,60,30,3,13,0
1777,3,1,0,140,140,44,10,5,11,0
4598,4,0,1,115,115,74,22,4,14,0
2228,2,1,2,0,0,67,13,5,12,0
2223,6,1,1,125,125,90,10,4,0,0
769,3,1,0,130,130,45,5,3,10,0
4278,0,0,0,300,300,59,28,5,21,0
434,0,0,0,350,350,68,2,4,14,0
1122,2,1,2,0,0,56,9,5,11,0
3889,5,1,0,340,340,82,8,5,15,0
3374,3,0,0,130,130,54,30,4,11,0
3514,3,0,0,150,150,67,30,5,21,0
1356,4,0,1,120,120,63,30,1,9,0
4069,1,1,2,70,70,55,26,2,10,0
4994,2,1,2,0,0,46,14,4,6,0
3853,2,1,2,0,0,94,7,6,10,0
2394,0,0,0,330,330,52,6,1,10,0
4194,0,0,0,300,300,79,18,1,20,0
4047,0,1,0,300,300,68,26,2,6,0
4135,6,1,1,120,120,79,30,6,21,0
1954,1,0,2,70,70,49,22,4,20,0
3692,2,1,2,0,0,51,28,1,23,0
459,6,1,1,140,140,97,27,1,16,0
2525,6,1,1,140,140,87,4,6,7,0
4782,0,0,0,330,330,67,27,5,16,0
1918,0,0,0,300,300,60,16,2,7,0
2126,4,0,1,115,115,67,8,3,9,0
2991,1,1,2,120,120,96,3,6,17,0
2940,3,0,0,180,180,53,25,3,23,0
3448,5,0,0,290,290,63,23,5,12,0
2759,0,1,0,350,350,92,1,3,15,0
1388,2,1,2,0,0,47,3,5,23,0
3800,4,0,1,120,120,46,15,2,8,0
3042,5,0,0,290,290,44,4,5,1,0
4292,0,0,0,300,300,58,20,1,21,0
4664,1,0,2,90,90,51,19,3,2,0
2545,5,1,0,350,350,86,6,5,3,0
314,3,0,0,180,180,67,24,1,8,0
4035,2,1,2,0,0,72,3,6,13,0
3961,4,1,1,120,120,81,28,4,23,0
4979,1,1,2,90,90,88,5,3,15,0
4895,1,1,2,90,90,82,5,5,11,0
992,4,0,1,100,100,66,31,3,15,0
4944,1,0,2,90,90,56,22,2,1,0
1473,5,1,0,340,340,90,27,6,0,0
3194,1,0,2,60,60,56,28,0,5,0
4354,3,0,0,140,140,55,14,2,18,0
2980,6,0,1,140,140,52,10,0,16,0
2269,1,1,2,90,90,82,25,6,8,0
3104,2,1,2,0,0,45,1,6,12,0
2254,0,0,0,330,330,64,16,3,22,0
1865,5,1,0,300,300,51,18,6,3,0
121,2,1,2,0,0,85,10,2,6,0
3926,4,0,1,120,120,67,24,3,10,0
4442,5,0,0,300,300,73,20,1,7,0
786,2,1,2,0,0,67,24,5,0,0
1913,2,1,2,0,0,60,11,4,1,0
4244,1,0,2,70,70,54,7,6,23,0
4902,1,0,2,90,90,60,3,0,23,0
3100,4,0,1,100,100,54,22,0,23,0
1972,4,0,1,110,110,58,10,1,10,0
4526,5,0,0,330,330,71,17,5,7,0
3210,5,0,0,290,290,59,25,6,9,0
3821,4,1,1,120,120,92,31,1,21,0
3378,5,0,0,290,290,77,31,3,23,0
4243,0,1,0,300,300,37,21,4,8,0
4382,3,0,0,140,140,53,1,4,17,0
1181,4,1,1,120,120,84,7,1,9,0
2596,4,0,1,160,160,46,5,0,1,0
4486,4,0,1,110,110,53,10,1,14,0
4311,4,1,1,110,110,58,9,4,2,0
4790,1,0,2,90,90,68,14,3,20,0
2448,4,0,1,115,115,69,27,2,16,0
1900,5,0,0,300,300,58,28,5,17,0
4754,0,0,0,330,330,64,24,0,0,0
4364,2,1,2,0,0,47,3,4,4,0
1159,6,1,1,130,130,91,16,0,21,0
3717,3,1,0,150,150,77,15,0,0,0
3526,6,0,1,130,130,56,20,5,14,0
329,0,1,0,350,350,92,9,2,8,0
2520,3,0,0,180,180,68,9,3,2,0
1042,3,0,0,150,150,48,5,1,16,0
4412,1,0,2,70,70,48,29,0,0,0
1331,1,1,2,100,100,82,5,4,1,0
2390,5,0,0,330,330,47,18,1,1,0
2620,1,0,2,120,120,61,1,0,20,0
452,6,0,1,140,140,62,20,1,6,0
469,0,1,0,350,350,78,6,4,15,0
3818,2,1,2,0,0,45,7,3,23,0
4959,2,1,2,0,0,78,1,1,18,0
4888,1,0,2,90,90,62,6,5,22,0
3935,0,1,0,340,340,87,23,1,5,0
2346,1,0,2,90,90,57,12,0,20,0
559,3,1,0,130,130,51,15,0,3,0
1626,2,1,2,0,0,72,19,5,5,0
3158,0,0,0,290,290,51,30,6,4,0
4232,5,0,0,300,300,52,16,5,6,0
2683,1,1,2,120,120,88,25,6,7,0
2814,3,0,0,180,180,67,27,2,12,0
3453,1,1,2,60,60,82,15,5,17,0
3537,1,1,2,100,100,85,26,3,17,0
911,1,1,2,60,60,87,3,1,3,0
3107,4,1,1,100,100,60,24,3,10,0
3216,2,1,2,0,0,55,1,3,5,0
2702,3,0,0,180,180,57,25,2,1,0
933,2,1,2,0,0,84,30,5,18,0
2976,0,0,0,350,350,47,1,0,2,0
2377,6,1,1,125,125,92,29,1,20,0
2550,1,0,2,120,120,69,28,4,8,0
3109,0,1,0,290,290,57,27,2,17,0
4090,1,0,2,70,70,70,6,3,23,0
937,3,1,0,130,130,88,27,1,13,0
1689,2,1,2,0,0,75,30,0,15,0
3202,2,1,2,0,0,49,12,3,6,0
3272,2,1,2,0,0,87,8,0,0,0
4564,3,0,0,145,145,56,23,4,18,0
3545,2,1,2,0,0,83,10,0,20,0
1250,6,0,1,130,130,67,9,0,18,0
2582,4,0,1,160,160,74,10,6,0,0
4660,6,0,1,125,125,45,11,4,12,0
4785,5,1,0,330,330,80,18,6,15,0
1007,3,1,0,150,150,92,4,1,14,0
274,1,0,2,120,120,68,15,3,5,0
2474,5,0,0,330,330,69,7,2,3,0
1034,4,0,1,120,120,74,17,4,22,0
1333,5,1,0,340,340,87,7,6,10,0
3502,1,0,2,100,100,70,15,5,4,0
2855,4,1,1,160,160,82,24,3,20,0
4367,4,1,1,110,110,59,21,4,2,0
3280,5,0,0,290,290,65,21,2,3,0
4850,4,0,1,115,115,46,30,4,11,0
1406,3,0,0,150,150,52,21,2,2,0
1509,6,1,1,120,120,80,5,4,20,0
1458,2,1,2,0,0,63,12,5,7,0
4452,3,0,0,140,140,74,7,4,18,0
4309,5,1,0,300,300,52,4,3,19,0
1704,5,0,0,300,300,57,17,4,4,0
2696,0,0,0,350,350,71,29,4,16,0
3697,0,1,0,340,340,94,21,2,4,0
3073,3,1,0,130,130,52,5,4,23,0
1248,2,1,2,0,0,46,7,5,8,0
1332,2,1,2,0,0,59,6,5,5,0
3813,6,1,1,130,130,93,16,4,17,0
3221,0,1,0,290,290,49,27,6,10,0
2858,1,0,2,120,120,47,12,3,18,0
1757,0,1,0,300,300,51,18,3,12,0
1257,6,1,1,130,130,81,16,0,6,0
1964,6,0,1,120,120,69,2,0,10,0
1230,4,0,1,120,120,59,23,5,13,0
87,5,1,0,350,350,79,3,1,3,0
787,5,1,0,290,290,87,29,6,3,0
1751,1,1,2,70,70,48,10,2,20,0
400,1,0,2,120,120,71,27,5,15,0
4910,2,1,2,0,0,67,18,3,3,0
680,1,0,2,60,60,60,15,3,3,0
4022,5,0,0,300,300,55,26,4,4,0
431,6,1,1,140,140,92,27,1,23,0
2284,2,1,2,0,0,55,29,5,20,0
4961,6,1,1,125,125,95,4,0,1,0
3715,6,1,1,130,130,89,11,1,18,0
1456,0,0,0,340,340,52,10,3,22,0
3063,5,1,0,290,290,43,26,3,12,0
2956,1,0,2,120,120,56,25,3,6,0
4223,1,1,2,70,70,46,15,0,12,0
1300,4,0,1,120,120,46,28,1,23,0
4304,4,0,1,110,110,48,11,3,14,0
3887,1,1,2,100,100,97,4,5,8,0
4601,1,1,2,90,90,85,10,4,12,0
775,4,1,1,100,100,78,16,4,0,0
3443,4,1,1,100,100,58,26,0,6,0
3356,2,1,2,0,0,77,12,1,3,0
2270,2,1,2,0,0,70,2,0,10,0
693,0,1,0,290,290,43,28,2,11,0
2444,1,0,2,90,90,56,6,1,7,0
2746,1,0,2,120,120,45,31,1,7,0
3132,2,1,2,0,0,58,15,6,12,0
2869,4,1,1,160,160,95,8,0,20,0
3804,2,1,2,0,0,52,22,0,22,0
2806,4,0,1,160,160,55,13,1,9,0
1444,2,1,2,0,0,44,28,5,19,0
2014,4,0,1,115,115,57,22,2,10,0
3812,5,0,0,340,340,66,27,1,1,0
4569,6,1,1,125,125,84,16,4,23,0
516,4,0,1,100,100,93,23,2,6,0
4492,6,0,1,120,120,49,22,6,10,0
1078,0,0,0,340,340,58,26,3,14,0
3044,4,0,1,100,100,46,7,4,8,0
669,6,1,1,110,110,41,4,6,7,0
4631,5,1,0,330,330,79,2,1,20,0
4928,3,0,0,145,145,57,18,6,18,0
4394,6,0,1,120,120,60,25,1,10,0
4283,4,1,1,110,110,45,21,6,2,0
3937,2,1,2,0,0,76,27,1,12,0
4484,5,0,0,300,300,68,7,2,7,0
1931,3,1,0,140,140,84,30,2,23,0
4491,5,1,0,300,300,94,3,1,19,0
2668,0,0,0,350,350,62,15,3,16,0
2255,1,1,2,90,90,91,21,4,0,0
4227,4,1,1,110,110,44,21,2,1,0
4676,3,0,0,145,145,61,8,3,20,0
4285,0,1,0,300,300,48,25,6,9,0
782,4,0,1,100,100,98,22,0,15,0
2888,5,0,0,350,350,74,30,4,1,0
1120,0,0,0,340,340,67,7,3,1,0
4179,3,1,0,140,140,58,7,6,4,0
1328,4,0,1,120,120,68,2,1,12,0
2340,2,1,2,0,0,61,1,2,6,0
1507,2,1,2,0,0,72,3,2,15,0
878,5,0,0,290,290,77,24,5,0,0
1442,0,0,0,340,340,73,26,3,11,0
4858,3,0,0,145,145,50,14,1,14,0
732,6,0,1,110,110,56,8,6,13,0
4859,0,1,0,330,330,75,2,6,6,0
3600,1,0,2,100,100,52,8,4,18,0
622,3,0,0,130,130,50,19,0,9,0
3055,2,1,2,0,0,46,11,6,9,0
1750,0,0,0,300,300,57,9,1,18,0
3223,2,1,2,0,0,46,30,5,16,0
4547,5,1,0,330,330,88,6,1,19,0
2433,6,1,1,125,125,76,16,4,6,0
3553,5,1,0,340,340,86,17,1,0,0
3204,6,0,1,110,110,46,15,2,12,0
3996,4,0,1,120,120,65,16,3,10,0
564,6,0,1,110,110,56,20,5,10,0
63,0,1,0,350,350,95,10,5,3,0
2003,1,1,2,90,90,90,11,5,16,0
3500,3,0,0,150,150,56,9,4,21,0
1237,4,1,1,120,120,79,26,1,3,0
2856,3,0,0,180,180,70,8,4,12,0
62,3,0,0,180,180,67,9,4,21,0
2320,5,0,0,330,330,57,22,4,7,0
4537,0,1,0,330,330,74,23,3,9,0
1259,3,1,0,150,150,84,18,2,15,0
1888,4,0,1,110,110,43,16,0,15,0
2544,2,1,2,0,0,71,17,0,12,0
4088,3,0,0,140,140,58,2,4,16,0
1743,0,1,0,300,300,37,2,1,2,0
4829,4,1,1,115,115,87,9,0,22,0
2829,0,1,0,350,350,92,10,5,3,0
2202,6,0,1,125,125,61,11,1,1,0
4739,3,1,0,145,145,85,13,5,9,0
4224,2,1,2,0,0,53,30,1,3,0
2648,1,0,2,120,120,51,14,5,20,0
3383,1,1,2,60,60,55,29,2,4,0
2914,1,0,2,120,120,58,25,6,7,0
846,3,0,0,130,130,45,29,5,0,0
4438,3,0,0,140,140,63,15,0,18,0
1318,2,1,2,0,0,45,15,5,15,0
277,6,1,1,140,140,82,18,6,19,0
1692,4,0,1,110,110,70,4,5,0,0
1337,0,1,0,340,340,90,11,3,2,0
2052,1,0,2,90,90,50,30,6,12,0
4044,6,0,1,120,120,65,6,1,8,0
238,0,0,0,350,350,64,7,2,23,0
4779,6,1,1,125,125,89,10,0,18,0
2207,2,1,2,0,0,90,13,1,12,0
3440,2,1,2,0,0,55,5,0,8,0
1970,5,0,0,300,300,50,8,6,23,0
4085,5,1,0,300,300,68,10,0,18,0
2332,1,0,2,90,90,71,8,0,12,0
2877,3,1,0,180,180,91,28,0,23,0
953,1,1,2,60,60,82,2,0,18,0
2661,0,1,0,350,350,89,22,3,4,0
2356,6,0,1,125,125,64,14,2,18,0
3739,0,1,0,340,340,97,27,5,4,0
4252,2,1,2,0,0,52,24,3,3,0
2552,5,0,0,350,350,54,22,0,15,0
4342,1,0,2,70,70,46,24,1,23,0
2230,6,0,1,125,125,71,22,3,16,0
3375,0,1,0,290,290,66,10,1,1,0
2679,6,1,1,140,140,94,18,1,18,0
4361,3,1,0,140,140,46,10,6,5,0
1267,0,1,0,340,340,93,26,3,7,0
2571,1,1,2,120,120,91,14,4,21,0
2464,0,0,0,330,330,62,7,2,4,0
1877,1,1,2,70,70,57,5,4,9,0
1121,1,1,2,100,100,95,8,4,6,0
2709,3,1,0,180,180,76,23,4,12,0
3949,0,1,0,340,340,86,6,2,6,0
1822,2,1,2,0,0,52,1,0,0,0
3242,0,0,0,290,290,46,17,3,19,0
2810,2,1,2,0,0,48,23,0,22,0
4847,2,1,2,0,0,83,9,4,13,0
2946,4,0,1,160,160,59,8,1,20,0
510,3,0,0,130,130,87,17,3,0,0
