,Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Month,Day,Hour,result
3352,4,0,1,100,100,45,4,2,15,0
1665,3,1,0,140,140,78,4,2,7,0
948,5,0,0,290,290,63,3,2,8,0
2286,6,0,1,125,125,62,9,6,0,0
3107,4,1,1,100,100,60,24,3,10,0
2553,6,1,1,140,140,81,9,4,7,0
4576,6,0,1,125,125,44,15,4,11,0
1987,3,1,0,140,140,82,25,2,8,0
3665,5,1,0,340,340,93,3,6,14,0
4826,2,1,2,0,0,48,19,0,0,0
2039,2,1,2,0,0,92,16,6,22,0
4582,5,0,0,330,330,62,25,1,7,0
3245,5,1,0,290,290,47,9,0,17,0
2376,5,0,0,330,330,65,23,0,18,0
106,1,0,2,120,120,48,22,6,22,0
1614,6,0,1,120,120,65,5,5,1,0
3339,3,1,0,130,130,76,15,5,11,0
3767,0,1,0,340,340,93,3,5,3,0
1038,2,1,2,0,0,52,12,4,8,0
4210,2,1,2,0,0,55,6,2,3,0
452,6,0,1,140,140,62,20,1,6,0
4454,1,0,2,70,70,49,11,3,0,0
922,4,0,1,100,100,73,10,4,3,0
853,3,1,0,130,130,35,14,4,16,0
1548,1,0,2,70,70,75,17,5,15,0
520,2,1,2,0,0,69,27,6,2,0
3106,6,0,1,110,110,48,5,5,19,0
3630,5,0,0,340,340,50,22,0,2,0
212,2,1,2,0,0,67,12,4,15,0
4824,0,0,0,330,330,63,16,1,17,0
1320,6,0,1,130,130,70,17,0,2,0
3313,1,1,2,60,60,88,24,1,3,0
3461,2,1,2,0,0,94,21,6,19,0
781,6,1,1,110,110,34,17,0,13,0
245,0,1,0,350,350,93,14,2,8,0
3077,5,1,0,290,290,47,15,3,12,0
255,5,1,0,350,350,97,24,5,8,0
2824,2,1,2,0,0,61,13,3,22,0
879,6,1,1,110,110,44,29,6,3,0
1328,4,0,1,120,120,68,2,1,12,0
3878,3,0,0,150,150,62,5,0,13,0
4898,6,0,1,125,125,65,27,2,9,0
312,6,0,1,140,140,58,22,6,22,0
2579,2,1,2,0,0,76,21,5,2,0
3677,1,1,2,100,100,75,25,1,7,0
1592,5,0,0,300,300,79,8,6,22,0
146,3,0,0,180,180,62,4,6,8,0
1593,6,1,1,120,120,65,10,1,0,0
850,5,0,0,290,290,87,30,2,9,0
3812,5,0,0,340,340,66,27,1,1,0
4937,1,1,2,90,90,93,22,6,13,0
2482,6,0,1,125,125,61,18,6,21,0
4206,4,0,1,110,110,64,29,3,14,0
4808,4,0,1,115,115,66,18,2,9,0
263,6,1,1,140,140,89,4,6,23,0
3299,1,1,2,60,60,76,5,4,7,0
3954,4,0,1,120,120,67,2,6,11,0
1881,4,1,1,110,110,58,9,1,11,0
3144,0,0,0,290,290,48,4,6,4,0
183,1,1,2,120,120,88,13,1,18,0
2896,6,0,1,140,140,48,18,2,4,0
1824,6,0,1,120,120,58,3,2,3,0
3605,3,1,0,150,150,98,3,0,23,0
1151,5,1,0,340,340,88,8,6,8,0
891,2,1,2,0,0,90,1,6,6,0
4159,0,1,0,300,300,79,29,0,7,0
2618,3,0,0,180,180,44,28,2,13,0
373,2,1,2,0,0,87,22,4,8,0
1674,1,0,2,70,70,68,14,5,4,0
16,2,1,2,0,0,62,22,0,16,0
1067,5,1,0,340,340,80,15,6,9,0
4028,2,1,2,0,0,68,6,1,1,0
2861,6,1,1,140,140,92,4,1,17,0
1896,3,0,0,140,140,57,24,1,16,0
2966,6,0,1,140,140,61,13,4,16,0
80,5,0,0,350,350,63,27,1,16,0
4616,2,1,2,0,0,57,20,4,4,0
4433,1,1,2,70,70,80,21,6,13,0
4463,5,1,0,300,300,97,13,1,19,0
1337,0,1,0,340,340,90,11,3,2,0
168,0,0,0,350,350,62,26,0,18,0
1482,4,0,1,120,120,50,5,1,14,0
1549,2,1,2,0,0,58,18,6,17,0
4792,5,0,0,330,330,52,19,3,3,0
965,3,1,0,130,130,79,18,1,5,0
77,0,1,0,350,350,94,24,5,2,0
4259,2,1,2,0,0,58,19,2,16,0
1242,5,0,0,340,340,64,1,6,3,0
3947,4,1,1,120,120,93,2,2,23,0
514,5,0,0,290,290,91,21,0,21,0
4726,0,0,0,330,330,58,4,0,0,0
1711,5,1,0,300,300,102,24,4,21,0
1912,1,0,2,70,70,48,10,3,18,0
2124,5,0,0,330,330,58,6,1,22,0
1308,3,0,0,150,150,71,5,2,13,0
956,6,0,1,110,110,48,24,2,10,0
4769,1,1,2,90,90,82,2,5,17,0
3231,5,1,0,290,290,43,13,1,19,0
2137,2,1,2,0,0,85,19,0,4,0
210,0,0,0,350,350,58,10,2,6,0
2397,5,1,0,330,330,84,23,2,17,0
2201,5,1,0,330,330,96,6,0,23,0
1742,3,0,0,140,140,61,30,6,23,0
925,1,1,2,60,60,76,25,6,10,0
4136,4,0,1,110,110,55,7,6,12,0
3807,4,1,1,120,120,83,14,4,20,0
4979,1,1,2,90,90,88,5,3,15,0
4766,4,0,1,115,115,51,14,5,18,0
4885,4,1,1,115,115,95,16,4,0,0
2060,2,1,2,0,0,62,8,0,13,0
301,0,1,0,350,350,81,11,2,15,0
4555,6,1,1,125,125,84,22,4,23,0
4574,2,1,2,0,0,61,12,5,4,0
3506,4,0,1,120,120,65,11,6,18,0
2365,3,1,0,145,145,80,16,4,17,0
4307,1,1,2,70,70,57,3,0,12,0
562,2,1,2,0,0,54,18,3,22,0
3219,4,1,1,100,100,42,23,0,3,0
964,4,0,1,100,100,52,10,4,22,0
4935,3,1,0,145,145,85,18,6,6,0
3155,6,1,1,110,110,46,12,6,5,0
3473,0,1,0,290,290,74,12,6,12,0
522,6,0,1,110,110,71,29,1,12,0
744,2,1,2,0,0,53,28,4,2,0
563,5,1,0,290,290,43,19,4,4,0
3994,5,0,0,340,340,54,13,4,4,0
3820,6,0,1,130,130,70,12,3,6,0
3258,2,1,2,0,0,32,13,1,1,0
3768,1,0,2,100,100,72,22,3,19,0
4343,2,1,2,0,0,58,13,0,15,0
4109,3,1,0,140,140,72,22,0,4,0
4661,4,1,1,115,115,80,26,5,3,0
4479,4,1,1,110,110,80,16,6,2,0
3726,1,0,2,100,100,68,20,1,19,0
4444,4,0,1,110,110,57,24,1,14,0
3140,5,0,0,290,290,56,28,2,15,0
2303,0,1,0,330,330,96,28,1,15,0
4356,1,0,2,70,70,60,19,0,0,0
4450,6,0,1,120,120,61,4,5,11,0
1338,1,0,2,100,100,53,12,4,6,0
3093,4,1,1,100,100,46,12,2,19,0
109,6,1,1,140,140,87,25,2,13,0
1426,4,0,1,120,120,67,10,1,14,0
1933,1,1,2,70,70,80,1,4,10,0
3664,2,1,2,0,0,68,18,4,22,0
1368,5,0,0,340,340,68,11,6,11,0
1314,4,0,1,120,120,54,11,1,19,0
4654,4,0,1,115,115,50,27,5,15,0
2402,1,0,2,90,90,60,19,0,4,0
3944,2,1,2,0,0,44,14,2,1,0
1169,0,1,0,340,340,80,26,3,22,0
86,2,1,2,0,0,52,2,0,22,0
2190,3,0,0,145,145,52,3,4,22,0
4750,5,0,0,330,330,60,18,2,11,0
2853,5,1,0,350,350,73,20,4,13,0
4399,2,1,2,0,0,46,18,6,15,0
1673,0,1,0,300,300,73,13,4,2,0
1606,5,0,0,300,300,78,25,2,6,0
1002,1,0,2,100,100,70,1,4,16,0
3314,2,1,2,0,0,76,5,6,18,0
4180,0,0,0,300,300,68,24,2,20,0
4107,6,1,1,120,120,63,17,0,21,0
3611,4,1,1,120,120,80,15,5,21,0
3657,2,1,2,0,0,83,20,5,10,0
2234,1,0,2,90,90,66,12,6,1,0
4512,5,0,0,330,330,64,25,0,7,0
3232,6,0,1,110,110,56,28,2,11,0
3939,6,1,1,130,130,90,31,0,19,0
1525,3,1,0,140,140,75,22,0,9,0
4797,1,1,2,90,90,94,10,2,8,0
4422,6,0,1,120,120,45,18,2,10,0
2488,5,0,0,330,330,48,28,3,10,0
3608,2,1,2,0,0,66,23,1,22,0
4334,0,0,0,300,300,45,8,3,20,0
3853,2,1,2,0,0,94,7,6,10,0
3661,3,1,0,150,150,77,26,0,0,0
3108,3,0,0,130,130,42,8,4,2,0
2136,1,0,2,90,90,61,18,6,22,0
1506,1,0,2,70,70,67,2,1,13,0
2855,4,1,1,160,160,82,24,3,20,0
4489,1,1,2,70,70,84,30,2,12,0
4010,4,0,1,110,110,73,4,2,11,0
1383,6,1,1,130,130,93,26,0,2,0
4404,0,0,0,300,300,44,14,3,20,0
2249,2,1,2,0,0,81,21,2,11,0
3183,6,1,1,110,110,48,27,1,4,0
616,0,0,0,290,290,51,13,1,20,0
1521,2,1,2,0,0,80,18,3,0,0
4974,5,0,0,330,330,69,13,5,10,0
4493,4,1,1,110,110,76,6,0,2,0
1441,3,1,0,150,150,79,25,2,7,0
656,4,0,1,100,100,53,22,0,21,0
330,1,0,2,120,120,57,10,3,13,0
2162,3,0,0,145,145,62,5,0,14,0
3705,1,1,2,100,100,83,25,6,8,0
4248,4,0,1,110,110,60,16,4,13,0
2425,5,1,0,330,330,95,16,4,8,0
445,6,1,1,140,140,75,13,1,18,0
3153,2,1,2,0,0,50,8,6,23,0
4927,4,1,1,115,115,82,3,5,2,0
3257,1,1,2,60,60,31,29,0,10,0
1202,4,0,1,120,120,52,28,1,12,0
3023,4,1,1,100,100,72,20,3,20,0
3124,1,0,2,60,60,55,1,3,9,0
3160,2,1,2,0,0,59,3,5,10,0
170,2,1,2,0,0,47,28,2,5,0
653,2,1,2,0,0,50,19,4,4,0
3404,1,0,2,60,60,88,22,4,4,0
963,6,1,1,110,110,89,3,1,18,0
366,2,1,2,0,0,44,15,4,21,0
2748,5,0,0,350,350,62,3,0,14,0
2549,0,1,0,350,350,97,13,3,17,0
4108,4,0,1,110,110,67,7,6,12,0
3263,0,1,0,290,290,37,11,4,6,0
462,0,0,0,350,350,65,30,4,7,0
2543,1,1,2,120,120,91,1,5,20,0
3426,2,1,2,0,0,77,22,4,8,0
3083,2,1,2,0,0,56,26,1,9,0
2722,4,0,1,160,160,61,22,4,21,0
4699,1,1,2,90,90,88,6,1,14,0
2703,0,1,0,350,350,86,13,0,16,0
3850,3,0,0,150,150,46,27,1,12,0
1094,2,1,2,0,0,67,12,5,19,0
2776,5,0,0,350,350,52,19,2,13,0
2261,0,1,0,330,330,93,6,6,14,0
1081,5,1,0,340,340,97,29,6,5,0
56,0,0,0,350,350,50,3,5,18,0
3100,4,0,1,100,100,54,22,0,23,0
2396,2,1,2,0,0,56,17,1,15,0
3915,1,1,2,100,100,93,25,6,8,0
308,0,0,0,350,350,63,18,2,3,0
762,3,0,0,130,130,36,19,4,18,0
4573,1,1,2,90,90,79,23,0,12,0
2588,6,0,1,140,140,66,21,4,21,0
1837,5,1,0,300,300,60,17,2,10,0
1048,4,0,1,120,120,46,1,0,8,0
4044,6,0,1,120,120,65,6,1,8,0
768,4,0,1,100,100,89,31,3,8,0
4488,0,0,0,300,300,56,14,0,21,0
916,3,0,0,130,130,67,28,4,14,0
2235,2,1,2,0,0,95,17,0,3,0
3740,1,0,2,100,100,44,15,3,19,0
2151,2,1,2,0,0,77,23,1,9,0
3429,4,1,1,100,100,80,10,4,7,0
53,6,1,1,140,140,81,28,2,5,0
4335,1,1,2,70,70,55,28,2,12,0
1993,4,1,1,110,110,76,1,2,3,0
2829,0,1,0,350,350,92,10,5,3,0
519,1,1,2,60,60,68,26,5,21,0
2903,6,1,1,140,140,81,19,5,5,0
2186,2,1,2,0,0,47,14,2,14,0
3601,2,1,2,0,0,74,27,2,10,0
4270,3,0,0,140,140,49,13,1,17,0
1403,5,1,0,340,340,81,18,6,13,0
2331,0,1,0,330,330,94,3,0,10,0
4431,3,1,0,140,140,84,16,6,6,0
3247,4,1,1,100,100,21,12,6,0,0
2556,0,0,0,350,350,50,31,5,6,0
2056,4,0,1,115,115,66,4,3,12,0
2750,4,0,1,160,160,51,7,6,21,0
3022,6,0,1,110,110,71,5,2,5,0
1445,5,1,0,340,340,81,29,6,0,0
4890,5,0,0,330,330,47,10,5,5,0
1450,1,0,2,100,100,71,4,4,21,0
4237,1,1,2,70,70,41,9,6,12,0
1016,1,0,2,100,100,55,30,1,11,0
3117,1,1,2,60,60,44,10,5,20,0
470,1,0,2,120,120,67,7,5,21,0
604,2,1,2,0,0,45,1,3,17,0
3569,4,1,1,120,120,96,5,4,19,0
3437,3,1,0,130,130,88,27,3,10,0
1577,2,1,2,0,0,58,22,3,11,0
1591,2,1,2,0,0,74,7,5,19,0
4628,0,0,0,330,330,71,12,0,21,0
4359,6,1,1,120,120,49,7,0,23,0
791,0,1,0,290,290,35,19,2,12,0
4666,5,0,0,330,330,56,22,2,8,0
4577,4,1,1,115,115,78,30,5,2,0
4782,0,0,0,330,330,67,27,5,16,0
2253,3,1,0,145,145,77,11,2,20,0
4552,1,0,2,90,90,50,30,0,1,0
4772,6,0,1,125,125,47,10,4,6,0
1598,2,1,2,0,0,75,15,6,12,0
2672,6,0,1,140,140,68,23,2,6,0
4526,5,0,0,330,330,71,17,5,7,0
3261,4,1,1,100,100,35,7,5,23,0
338,2,1,2,0,0,53,18,4,6,0
1171,2,1,2,0,0,96,28,5,9,0
3783,2,1,2,0,0,84,3,5,10,0
750,1,0,2,60,60,24,8,2,15,0
3376,1,0,2,60,60,66,27,4,16,0
4949,3,1,0,145,145,94,13,1,7,0
815,5,1,0,290,290,56,11,6,18,0
3672,5,0,0,340,340,45,3,2,1,0
3038,3,0,0,130,130,40,28,0,11,0
836,5,0,0,290,290,76,28,4,2,0
1777,3,1,0,140,140,44,10,5,11,0
1396,5,0,0,340,340,51,11,6,8,0
4037,6,1,1,120,120,75,7,5,20,0
3028,5,0,0,290,290,77,16,6,1,0
1677,6,1,1,120,120,63,17,1,11,0
3356,2,1,2,0,0,77,12,1,3,0
1259,3,1,0,150,150,84,18,2,15,0
129,5,1,0,350,350,96,18,3,22,0
1045,2,1,2,0,0,83,26,2,6,0
4002,6,0,1,120,120,70,26,0,8,0
3498,6,0,1,110,110,51,6,5,14,0
2778,4,0,1,160,160,56,20,5,20,0
1977,5,1,0,300,300,95,15,6,16,0
4197,5,1,0,300,300,82,11,6,19,0
4986,1,0,2,90,90,66,31,1,2,0
4182,2,1,2,0,0,75,27,1,3,0
2095,2,1,2,0,0,76,16,6,1,0
3326,0,0,0,290,290,76,11,6,7,0
2657,5,1,0,350,350,92,15,5,14,0
2791,6,1,1,140,140,79,29,2,5,0
4510,1,0,2,90,90,46,22,1,0,0
1300,4,0,1,120,120,46,28,1,23,0
1909,4,1,1,110,110,50,7,0,1,0
4189,2,1,2,0,0,75,26,1,15,0
4294,2,1,2,0,0,47,23,0,3,0
2312,2,1,2,0,0,60,30,3,13,0
4742,2,1,2,0,0,69,3,5,7,0
1716,1,0,2,70,70,38,31,4,8,0
2332,1,0,2,90,90,71,8,0,12,0
4097,1,1,2,70,70,72,30,4,11,0
2230,6,0,1,125,125,71,22,3,16,0
2886,1,0,2,120,120,63,27,5,18,0
1237,4,1,1,120,120,79,26,1,3,0
1051,1,1,2,100,100,93,4,3,22,0
2034,6,0,1,125,125,61,11,1,15,0
4637,2,1,2,0,0,85,14,5,16,0
4850,4,0,1,115,115,46,30,4,11,0
4559,1,1,2,90,90,80,31,4,13,0
4642,0,0,0,330,330,57,7,5,22,0
3683,0,1,0,340,340,97,25,6,3,0
953,1,1,2,60,60,82,2,0,18,0
1079,1,1,2,100,100,84,27,4,17,0
986,3,0,0,130,130,64,27,5,10,0
3834,6,0,1,130,130,50,27,1,5,0
4183,5,1,0,300,300,65,16,4,19,0
3039,0,1,0,290,290,41,12,1,2,0
4412,1,0,2,70,70,48,29,0,0,0
4745,4,1,1,115,115,83,6,4,23,0
1727,4,1,1,110,110,44,12,2,10,0
3619,3,1,0,150,150,78,18,2,0,0
4839,1,1,2,90,90,78,27,3,8,0
3654,3,0,0,150,150,55,29,3,12,0
4277,3,1,0,140,140,44,9,0,5,0
4511,2,1,2,0,0,81,6,2,15,0
1551,6,1,1,120,120,70,20,1,22,0
1323,0,1,0,340,340,78,20,3,16,0
1375,5,1,0,340,340,96,18,6,17,0
2083,6,1,1,125,125,87,31,0,20,0
2117,5,1,0,330,330,86,9,6,5,0
3839,2,1,2,0,0,79,24,3,11,0
4753,3,1,0,145,145,77,5,2,9,0
3084,5,0,0,290,290,50,11,2,0,0
1400,0,0,0,340,340,67,15,3,1,0
2358,3,0,0,145,145,50,25,4,23,0
2036,3,0,0,145,145,49,13,3,4,0
4323,5,1,0,300,300,46,3,0,19,0
1265,4,1,1,120,120,88,24,1,21,0
2742,6,0,1,140,140,59,25,4,17,0
311,5,1,0,350,350,76,21,5,16,0
4474,0,0,0,300,300,44,18,1,21,0
3709,4,1,1,120,120,85,31,3,22,0
3351,6,1,1,110,110,98,20,1,0,0
218,1,0,2,120,120,66,18,3,22,0
3530,1,0,2,100,100,49,26,0,5,0
2480,2,1,2,0,0,74,8,5,16,0
4681,6,1,1,125,125,95,2,2,1,0
4273,2,1,2,0,0,58,1,1,16,0
1971,6,1,1,120,120,75,9,0,5,0
4836,4,0,1,115,115,66,5,6,10,0
4930,1,0,2,90,90,66,22,5,1,0
1675,2,1,2,0,0,75,15,6,6,0
3788,0,0,0,340,340,61,25,3,15,0
1671,4,1,1,110,110,55,10,1,21,0
2711,1,1,2,120,120,87,27,3,19,0
4805,2,1,2,0,0,85,24,5,11,0
1293,4,1,1,120,120,92,21,1,13,0
3801,3,1,0,150,150,81,3,0,0,0
2517,5,1,0,350,350,84,21,3,4,0
3958,2,1,2,0,0,63,9,4,0,0
4673,5,1,0,330,330,92,18,1,21,0
1270,5,0,0,340,340,53,29,6,22,0
3283,3,1,0,130,130,22,17,1,1,0
619,5,1,0,290,290,54,16,4,14,0
846,3,0,0,130,130,45,29,5,0,0
1303,1,1,2,100,100,87,31,4,12,0
2207,2,1,2,0,0,90,13,1,12,0
1870,1,0,2,70,70,56,23,4,15,0
1226,1,0,2,100,100,68,21,4,8,0
4195,1,1,2,70,70,65,8,0,12,0
3870,4,0,1,120,120,72,21,6,9,0
4120,5,0,0,300,300,65,17,1,5,0
3268,4,0,1,100,100,89,1,2,11,0
575,1,1,2,60,60,58,31,2,6,0
1635,6,1,1,120,120,79,30,2,4,0
2010,1,0,2,90,90,46,18,5,10,0
743,1,1,2,60,60,58,23,4,0,0
1858,5,0,0,300,300,57,9,4,11,0
2988,4,0,1,160,160,63,14,5,19,0
1550,5,0,0,300,300,65,19,0,20,0
3607,1,1,2,100,100,85,8,0,6,0
3589,6,1,1,130,130,92,16,6,17,0
3621,1,1,2,100,100,95,22,1,7,0
3399,5,1,0,290,290,45,24,3,8,0
3451,3,1,0,130,130,90,11,5,10,0
2799,4,1,1,160,160,97,5,4,8,0
1820,0,0,0,300,300,57,30,6,15,0
3209,2,1,2,0,0,44,10,5,17,0
2378,4,0,1,115,115,53,3,1,22,0
3550,0,0,0,340,340,64,23,4,1,0
4483,2,1,2,0,0,73,20,1,16,0
4409,4,1,1,110,110,50,6,3,2,0
4702,6,0,1,125,125,61,25,2,13,0
1120,0,0,0,340,340,67,7,3,1,0
2270,2,1,2,0,0,70,2,0,10,0
3658,5,0,0,340,340,66,4,6,2,0
4371,2,1,2,0,0,50,28,2,16,0
235,6,1,1,140,140,88,4,6,8,0
4662,3,0,0,145,145,62,14,3,19,0
1198,1,0,2,100,100,46,24,4,16,0
1871,2,1,2,0,0,50,24,5,17,0
3596,6,0,1,130,130,46,31,5,5,0
2362,5,0,0,330,330,66,21,2,10,0
428,1,0,2,120,120,49,24,5,8,0
1660,1,0,2,70,70,55,28,3,19,0
2160,6,0,1,125,125,45,1,3,16,0
2098,4,0,1,115,115,74,19,2,19,0
799,1,1,2,60,60,76,1,6,6,0
1330,0,0,0,340,340,47,4,3,20,0
1043,0,1,0,340,340,77,11,2,20,0
4928,3,0,0,145,145,57,18,6,18,0
3689,3,1,0,150,150,78,6,4,0,0
625,2,1,2,0,0,48,22,3,5,0
4077,2,1,2,0,0,58,27,4,13,0
1964,6,0,1,120,120,69,2,0,10,0
3324,4,0,1,100,100,87,6,5,1,0
3903,5,1,0,340,340,81,3,3,14,0
411,4,1,1,160,160,90,7,2,23,0
4457,6,1,1,120,120,91,3,0,23,0
1683,5,1,0,300,300,65,24,1,1,0
2818,5,0,0,350,350,52,2,6,2,0
4384,1,0,2,70,70,51,5,3,0,0
3004,0,0,0,290,290,46,9,4,16,0
3449,6,1,1,110,110,56,8,6,3,0
4098,2,1,2,0,0,75,18,2,2,0
3655,0,1,0,340,340,81,18,1,3,0
3609,5,1,0,340,340,93,11,6,13,0
475,3,1,0,180,180,87,12,3,20,0
506,2,1,2,0,0,64,13,6,5,0
4502,0,0,0,330,330,66,7,6,20,0
4228,3,0,0,140,140,59,9,0,17,0
2696,0,0,0,350,350,71,29,4,16,0
340,6,0,1,140,140,64,20,6,15,0
923,3,1,0,130,130,74,15,5,6,0
384,3,0,0,180,180,49,11,3,10,0
3276,3,0,0,130,130,45,15,5,14,0
2065,0,1,0,330,330,82,13,5,21,0
1941,2,1,2,0,0,95,9,5,12,0
3359,4,1,1,100,100,89,24,1,0,0
876,1,0,2,60,60,66,1,0,20,0
2899,0,1,0,350,350,83,7,3,2,0
2484,3,0,0,145,145,52,7,2,1,0
4321,1,1,2,70,70,49,31,1,12,0
4137,3,1,0,140,140,72,24,2,4,0
3193,0,1,0,290,290,43,9,2,14,0
2683,1,1,2,120,120,88,25,6,7,0
3129,3,1,0,130,130,49,27,6,13,0
1753,5,1,0,300,300,45,13,5,1,0
1560,3,0,0,140,140,72,2,4,19,0
2350,4,0,1,115,115,46,2,3,5,0
3748,2,1,2,0,0,46,26,0,22,0
677,4,1,1,100,100,46,12,0,8,0
1638,0,0,0,300,300,68,2,5,11,0
2141,3,1,0,145,145,92,23,4,4,0
2678,5,0,0,350,350,69,3,0,2,0
2474,5,0,0,330,330,69,7,2,3,0
2409,1,1,2,90,90,81,4,5,20,0
1247,1,1,2,100,100,99,6,4,3,0
4658,2,1,2,0,0,66,6,4,5,0
1646,1,0,2,70,70,65,11,0,6,0
1322,3,0,0,150,150,49,19,2,11,0
3348,1,0,2,60,60,65,25,3,2,0
4960,5,0,0,330,330,67,20,6,9,0
2680,4,0,1,160,160,49,7,6,9,0
3342,2,1,2,0,0,80,29,0,8,0
13,3,1,0,180,180,98,19,4,4,0
1512,0,0,0,300,300,65,8,0,3,0
194,4,0,1,160,160,60,24,5,2,0
3803,1,1,2,100,100,87,7,6,6,0
1634,5,0,0,300,300,74,29,1,2,0
3969,3,1,0,150,150,88,14,0,2,0
3557,0,1,0,340,340,91,25,0,13,0
975,2,1,2,0,0,92,19,2,5,0
333,6,1,1,140,140,96,13,6,5,0
2144,2,1,2,0,0,68,16,1,14,0
2212,0,0,0,330,330,71,8,2,0,0
608,3,0,0,130,130,42,5,0,18,0
3295,6,1,1,110,110,65,7,2,18,0
3001,6,1,1,110,110,83,17,0,17,0
2586,2,1,2,0,0,52,18,5,14,0
4916,1,0,2,90,90,55,26,3,0,0
816,6,0,1,110,110,86,17,5,20,0
4556,4,0,1,115,115,66,8,6,14,0
4215,0,1,0,300,300,62,2,6,8,0
4505,5,1,0,330,330,77,27,1,19,0
2221,2,1,2,0,0,82,30,2,20,0
3405,2,1,2,0,0,76,7,5,19,0
68,4,0,1,160,160,47,15,3,5,0
4291,3,1,0,140,140,46,5,0,5,0
3629,2,1,2,0,0,87,7,6,10,0
3852,1,0,2,100,100,67,31,0,19,0
3010,3,0,0,130,130,87,12,0,12,0
4141,5,1,0,300,300,68,29,3,17,0
4729,5,1,0,330,330,94,27,4,22,0
2597,3,1,0,180,180,81,24,5,16,0
1540,0,0,0,300,300,72,7,2,20,0
3919,4,1,1,120,120,89,22,0,22,0
1156,1,0,2,100,100,58,13,4,7,0
3793,4,1,1,120,120,92,19,3,20,0
4859,0,1,0,330,330,75,2,6,6,0
2319,2,1,2,0,0,93,17,3,5,0
3602,5,0,0,340,340,58,12,3,1,0
2839,5,1,0,350,350,77,28,1,13,0
2441,4,1,1,115,115,91,12,4,0,0
2018,2,1,2,0,0,63,26,6,10,0
47,4,1,1,160,160,79,22,3,22,0
4064,5,0,0,300,300,68,2,1,5,0
4963,3,1,0,145,145,80,8,6,7,0
1954,1,0,2,70,70,49,22,4,20,0
689,5,1,0,290,290,51,24,5,10,0
2460,5,0,0,330,330,67,8,5,19,0
897,1,1,2,60,60,76,9,4,19,0
2282,0,0,0,330,330,67,19,3,15,0
4424,3,0,0,140,140,58,22,1,17,0
204,1,0,2,120,120,55,4,3,22,0
4547,5,1,0,330,330,88,6,1,19,0
548,2,1,2,0,0,55,13,2,11,0
2816,1,0,2,120,120,71,30,0,19,0
3738,3,0,0,150,150,73,12,4,12,0
4779,6,1,1,125,125,89,10,0,18,0
3732,0,0,0,340,340,50,1,6,16,0
370,3,0,0,180,180,55,19,1,16,0
4484,5,0,0,300,300,68,7,2,7,0
442,1,0,2,120,120,64,10,5,3,0
4678,1,0,2,90,90,44,14,2,2,0
3070,5,0,0,290,290,42,23,4,0,0
1899,2,1,2,0,0,46,27,4,10,0
2832,5,0,0,350,350,68,3,3,2,0
51,2,1,2,0,0,94,26,0,18,0
2494,2,1,2,0,0,46,7,2,0,0
939,1,1,2,60,60,90,6,1,12,0
1972,4,0,1,110,110,58,10,1,10,0
1387,1,1,2,100,100,97,2,4,19,0
4987,2,1,2,0,0,90,19,6,18,0
1542,2,1,2,0,0,63,11,6,1,0
1768,6,0,1,120,120,42,31,2,14,0
4688,6,0,1,125,125,68,1,5,13,0
1128,1,0,2,100,100,59,15,4,16,0
3233,4,1,1,100,100,50,17,0,2,0
3095,0,1,0,290,290,53,5,4,2,0
3252,5,0,0,290,290,26,3,5,5,0
1767,5,1,0,300,300,60,30,1,12,0
2595,6,1,1,140,140,97,20,5,9,0
4021,2,1,2,0,0,80,7,6,13,0
1696,2,1,2,0,0,68,8,2,10,0
1029,0,1,0,340,340,94,15,3,13,0
2747,2,1,2,0,0,80,15,2,22,0
4434,2,1,2,0,0,68,9,4,4,0
4280,2,1,2,0,0,43,1,5,4,0
2051,0,1,0,330,330,91,29,5,6,0
3900,0,0,0,340,340,67,14,2,16,0
769,3,1,0,130,130,45,5,3,10,0
1072,1,0,2,100,100,62,20,4,9,0
2518,6,0,1,140,140,55,6,4,19,0
2790,5,0,0,350,350,52,13,0,13,0
3384,2,1,2,0,0,65,13,3,19,0
379,1,1,2,120,120,82,6,5,11,0
2890,4,0,1,160,160,61,3,2,8,0
1789,6,1,1,120,120,49,24,5,15,0
666,1,0,2,60,60,57,1,3,11,0
2027,6,1,1,125,125,89,4,1,19,0
3312,0,0,0,290,290,65,9,0,12,0
2256,2,1,2,0,0,50,26,4,3,0
1978,6,0,1,120,120,55,16,0,23,0
2414,3,0,0,145,145,62,8,3,7,0
3715,6,1,1,130,130,89,11,1,18,0
1983,2,1,2,0,0,73,21,5,7,0
2375,2,1,2,0,0,84,18,6,15,0
1443,1,1,2,100,100,97,27,4,15,0
3854,5,0,0,340,340,52,24,2,2,0
1129,2,1,2,0,0,87,16,5,22,0
2322,4,0,1,115,115,55,1,5,12,0
2478,0,0,0,330,330,63,28,3,12,0
2980,6,0,1,140,140,52,10,0,16,0
4966,2,1,2,0,0,47,31,4,6,0
3858,0,0,0,340,340,55,29,3,16,0
3215,1,1,2,60,60,45,14,2,14,0
1189,3,1,0,150,150,78,15,2,0,0
1574,3,0,0,140,140,80,19,0,4,0
3745,3,1,0,150,150,86,5,0,0,0
3135,4,1,1,100,100,51,6,3,10,0
3217,5,1,0,290,290,48,20,1,20,0
2479,1,1,2,90,90,88,3,4,14,0
3165,0,1,0,290,290,45,22,0,15,0
835,2,1,2,0,0,45,23,4,0,0
